gene	edgeR.pval.unadjusted	limma.pval.unadjusted	DESeq2.pval.unadjusted
ENSMUSG00000001225	0.319302933158093	0.533097968710737	0.814180898149114
ENSMUSG00000001227	0.216937039358628	0.253556553019387	0.263101337013194
ENSMUSG00000001229	0.268380759448697	0.240871862303044	0.287217937993533
ENSMUSG00000001240	0.648843437240625	0.85262670572246	0.549156854712914
ENSMUSG00000001247	1	0.949186693931926	0.904367492614505
ENSMUSG00000001248	4.39090955876661e-05	0.000103159030437656	1.03519918537563e-05
ENSMUSG00000001249	0.507031929052586	0.735701225859262	0.52391489651741
ENSMUSG00000001260	0.995283761026832	0.927745670302965	0.96830136914529
ENSMUSG00000001270	0.479832385682615	0.462332264314104	0.450004254335185
ENSMUSG00000001280	0.944752011652324	0.910089996921098	0.96691109141493
ENSMUSG00000001281	1	0.822565446967363	0.893740476757719
ENSMUSG00000001285	0.00653673703968827	0.00567246471770289	0.000607596660162037
ENSMUSG00000001288	0.511933095570708	0.399778348535875	0.588749991932622
ENSMUSG00000001289	0.514124020058033	0.50254858599994	0.462179868574924
ENSMUSG00000001300	0.461815221521325	0.42709710918816	0.496811829618534
ENSMUSG00000001305	0.165463317316346	0.153997215736471	0.148002454726251
ENSMUSG00000001313	0.464464235111391	0.495132500525273	0.51744551472156
ENSMUSG00000001323	0.698420840409411	0.787456418779273	0.68167653769765
ENSMUSG00000001333	0.192682621944295	0.078233414656375	0.162735617911333
ENSMUSG00000001334	0.294396330182647	0.194227314522398	0.0941017125212157
ENSMUSG00000001348	0.571972284401615	0.498000935887361	0.717035042250949
ENSMUSG00000001349	0.869238609216959	0.411282792697876	0.817469459652179
ENSMUSG00000001376	0.265352586482941	0.287267050005422	0.230122769643057
ENSMUSG00000001379	0.0892663655384635	0.0734548229320572	0.0514504063845032
ENSMUSG00000001380	0.00171905408909747	0.0012498074617774	0.000275110209554347
ENSMUSG00000001383	0.111962028111988	0.0932457038114785	0.084561225303474
ENSMUSG00000001403	0.84535687193225	0.217345785888359	0.568301108968611
ENSMUSG00000001415	0.296164955816337	0.229755534774953	0.298408818400866
ENSMUSG00000001416	0.566655778244503	0.52797491619678	0.44950757837108
ENSMUSG00000001417	0.791962235883499	0.884641941786418	0.813909768592109
ENSMUSG00000001420	0.344374783569655	0.449738399078439	0.36723762360743
ENSMUSG00000001424	0.153746064404291	0.109380327692933	0.119189164509965
ENSMUSG00000001444	0.506726921933177	0.478459884258851	0.505554915918212
ENSMUSG00000001445	0.768241051594587	0.845273725402259	0.917932714566174
ENSMUSG00000001467	0.796269394728972	0.735842206419292	0.699488162881434
ENSMUSG00000001472	0.121878153317988	0.0676515266204969	0.0590361270342161
ENSMUSG00000001473	2.6883873327533e-13	4.00236740278011e-08	4.7271628325082e-14
ENSMUSG00000001482	0.280149314270552	0.430288398976573	0.25551646445162
ENSMUSG00000001493	1.56824749439726e-05	0.000254954672841818	3.307139018699e-05
ENSMUSG00000001494	0.0356745738592621	0.0232384596446339	0.0713248800562428
ENSMUSG00000001496	0.837301250290003	0.811797941024731	0.796076657959045
ENSMUSG00000001497	0.60204282318592	0.85121013597343	0.906605389570686
ENSMUSG00000001504	0.356930299350394	0.228611134385447	0.479766595173969
ENSMUSG00000001510	0.255680200185194	0.424026605944706	0.329223657823216
ENSMUSG00000001518	0.290872278273865	0.388488560985287	0.318182506664564
ENSMUSG00000001520	0.0913015574535807	0.165552089465744	0.115714921666736
ENSMUSG00000001525	0.0850270027347014	0.168861799844152	0.105758731663866
ENSMUSG00000001542	0.163320056526362	0.210767952161841	0.148485173051047
ENSMUSG00000001558	0.779129308473919	0.454013659206434	0.816583686025294
ENSMUSG00000001569	0.374533082010402	0.179444833292966	0.40489533165458
ENSMUSG00000001576	0.650260724731641	0.749708339286058	0.724096057678786
ENSMUSG00000001604	1	0.672568071907791	0.991863926135058
ENSMUSG00000001627	0.769381502867072	0.720512957222808	0.831602549214933
ENSMUSG00000001630	0.185691014388748	0.0906927456618073	0.248295518018847
ENSMUSG00000001657	0.952380952380952	0.245071135678527	0.879455142523006
ENSMUSG00000001663	0.313165064237415	0.409233851144128	0.378732986890172
ENSMUSG00000001665	0.61926418758064	0.663515942092814	0.452690143137823
ENSMUSG00000001666	0.343356952193811	0.358684080898883	0.364256854420522
ENSMUSG00000001670	0.928879117955166	0.221515478810267	0.838146047004574
ENSMUSG00000001672	0.652471011939769	0.274832187872166	0.591961659345355
ENSMUSG00000001687	0.041017062881243	0.0347047937609338	0.0181787125736985
ENSMUSG00000001700	7.28880586341229e-05	0.000270083661006481	1.39502957424582e-05
ENSMUSG00000001707	0.510117352088219	0.64804081266455	0.453813673840228
ENSMUSG00000001739	0.292586987651447	0.194433301897846	0.339885883372765
ENSMUSG00000001751	0.0841129986709522	0.116021898925145	0.120475666850429
ENSMUSG00000001755	0.943588171500663	0.998762850289562	0.844023334691931
ENSMUSG00000001761	0.2979566426511	0.237954700585779	0.349439800341916
ENSMUSG00000001763	0.947236662935125	0.873084796991943	0.990189942637476
ENSMUSG00000001773	1.19898333652541e-05	0.000295337724401323	1.82487740417209e-05
ENSMUSG00000001774	0.0243120471127838	0.0216948426315035	0.0281058891575336
ENSMUSG00000001783	0.243645071992596	0.228956352386076	0.173331307970669
ENSMUSG00000001785	0.332189603133759	0.309776904547147	0.249736625873613
ENSMUSG00000001802	0.00404807998530778	0.00610929931902954	0.00603765665786633
ENSMUSG00000001819	1	0.94178707607005	0.975625981804641
ENSMUSG00000001833	0.184329851952302	0.225145979124576	0.178250303085063
ENSMUSG00000001847	0.406199391901035	0.364170748639441	0.385833562572384
ENSMUSG00000001864	0.312191004627704	0.323904909722457	0.261726070642495
ENSMUSG00000001865	1	0.740825271830354	0.89374802046714
ENSMUSG00000001891	0.165616011881187	0.239610277245126	0.168797585311825
ENSMUSG00000001901	0.233413874915452	0.216592746414622	0.351009002911367
ENSMUSG00000001910	0.500694195199639	0.339333369214069	0.44040882519629
ENSMUSG00000001942	0.0384480153937413	0.0300419686844715	0.0118059928030065
ENSMUSG00000001943	0.716473779362923	0.64944773305591	0.754001645165097
ENSMUSG00000001948	0.00448901801659794	0.00934145836800193	0.00629805658779037
ENSMUSG00000001962	0.217781383731758	0.0726939784081805	0.1740178542969
ENSMUSG00000001964	0.014978175256468	0.0219646414929291	0.021016547716066
ENSMUSG00000001983	0.647210312157196	0.540432123407395	0.580388492823838
ENSMUSG00000001985	0.138883383143646	0.122529501326491	0.16705532699821
ENSMUSG00000001988	0.132155636318	0.230552197102671	0.159867439824695
ENSMUSG00000001995	0.0737835292830826	0.0730888593362521	0.0792329233249212
ENSMUSG00000001999	0.555674980438277	0.519730718365873	0.586483853087513
ENSMUSG00000002006	0.548551416283146	0.479382668405586	0.349383332263397
ENSMUSG00000002007	0.692897811260631	0.70400234201638	0.614744112919867
ENSMUSG00000002012	0.00786041240111912	0.0139951996762476	0.00813202057832753
ENSMUSG00000002014	0.930303615520436	0.97907378193106	0.910958667721791
ENSMUSG00000002015	0.292004341371914	0.279629551767302	0.181273114088543
ENSMUSG00000002020	0.413435649197708	0.661986483134678	0.41315588210343
ENSMUSG00000002032	0.176980038568038	0.17227039646231	0.206890769983485
ENSMUSG00000002043	0.00625448106344449	0.00345034244983281	0.0070087833375715
ENSMUSG00000002052	0.330157374272926	0.374090258464541	0.282407731870172
ENSMUSG00000002057	0.549997423865656	0.344752863967553	0.790586745135215
ENSMUSG00000002064	0.398841620998688	0.455167528677501	0.436427548806465
ENSMUSG00000002076	0.707814927125814	0.639107745347083	0.730870771363901
ENSMUSG00000002083	0.903959238655219	0.9118901353166	0.760473524342619
ENSMUSG00000002100	0.0924836559388863	0.126330851057764	0.12092580741281
ENSMUSG00000002103	0.632624932717164	0.563278366429016	0.609143809133777
ENSMUSG00000002104	1	0.788781901257656	0.877541326179489
ENSMUSG00000002109	0.264002775302033	0.309882952816369	0.204628070606075
ENSMUSG00000002111	0.490915066695813	0.207320557256472	0.675210781570102
ENSMUSG00000002190	0.00541492902822756	0.0112458435830964	0.00281923358880673
ENSMUSG00000002204	0.0469291538286156	0.103727535785943	0.1111142990393
ENSMUSG00000002205	0.614755451204149	0.767615930429979	0.666241490165625
ENSMUSG00000002221	0.190217527657629	0.164934153847138	0.179750474275009
ENSMUSG00000002222	0.64916673257496	0.571449552817947	0.678185889456997
ENSMUSG00000002227	0.419069652312971	0.183221230014399	0.370884053452237
ENSMUSG00000002228	0.821898268099635	0.777740201219151	0.702937323654491
ENSMUSG00000002233	0.0426100855390879	0.0464369364533818	0.0290565897059572
ENSMUSG00000002249	0.935913083701423	0.307331351721162	0.972344790735555
ENSMUSG00000002250	0.222190287843233	0.231200299183912	0.204748156783957
ENSMUSG00000002257	0.836514088072785	0.404145497015141	0.699625663249173
ENSMUSG00000002266	1	0.640057027651044	0.95519250558045
ENSMUSG00000002274	0.254296239525875	0.296229379761416	0.298169183376235
ENSMUSG00000002289	0.822863132699061	0.689883516664079	0.784782175922237
ENSMUSG00000002297	0.322171162506077	0.366722891972392	0.316122043457555
ENSMUSG00000002307	0.286711436660591	0.198881615115015	0.238058803370079
ENSMUSG00000002308	8.25641049964368e-08	4.19054188306966e-06	4.31543322787096e-09
ENSMUSG00000002326	0.379311315611938	0.323771756445199	0.3897019165862
ENSMUSG00000002329	0.268947092801483	0.228568108180615	0.237673066384951
ENSMUSG00000002332	0.0038740379354483	0.0094493633557035	0.00425834603434409
ENSMUSG00000002341	0.022383380159003	0.0095214893410362	0.00769201933104345
ENSMUSG00000002345	0.846021964460133	0.709654990583352	0.700845992879858
ENSMUSG00000002346	0.954040439514183	0.933722695134923	0.980956957964763
ENSMUSG00000002365	0.377851762286374	0.321928736610903	0.322120703598995
ENSMUSG00000002372	0.107166081363341	0.104842126341655	0.124270753141382
ENSMUSG00000002379	0.08957226320704	0.0861510998610024	0.0837800733748324
ENSMUSG00000002384	0.386750231336084	0.174493901830198	0.509542901093716
ENSMUSG00000002409	0.182408226476904	0.265067101138428	0.227780800595742
ENSMUSG00000002413	0.45224709608352	0.441270279811016	0.385914910019185
ENSMUSG00000002455	0.0363352837903192	0.036110339094994	0.024742535904446
ENSMUSG00000002475	0.0840270983859516	0.0820698505988492	0.059634394085169
ENSMUSG00000002477	3.46085488271549e-06	0.000135108105646072	2.30157249187369e-06
ENSMUSG00000002496	0.276231631900449	0.188360886410958	0.0891602360272308
ENSMUSG00000002500	0.734640642049963	0.693920090272195	0.690765832491962
ENSMUSG00000002504	0.999355986173692	0.825359738307066	0.910557233672975
ENSMUSG00000002524	0.486112033341432	0.547745046843469	0.533868038345845
ENSMUSG00000002565	1	0.796782642210199	0.961765646747705
ENSMUSG00000002580	0.113439030215162	0.0987201765592929	0.112614651609664
ENSMUSG00000002588	1	0.712984755346185	0.981294677407699
ENSMUSG00000002603	0.0231622318676727	0.0357005462146377	0.030652551787169
ENSMUSG00000002625	0.174299221284816	0.102870766294268	0.120515416441493
ENSMUSG00000002633	0.0654652675817146	0.0501765979466757	0.0622868636649245
ENSMUSG00000002635	0.0557730214042221	0.067028945490086	0.037516988270192
ENSMUSG00000002658	0.649145518636981	0.531646978328141	0.537176133274935
ENSMUSG00000002660	0.67889115151627	0.647874780953672	0.753437165711081
ENSMUSG00000002661	1	0.997130118973278	0.930942709815724
ENSMUSG00000002664	0.614215338207911	0.612103420627295	0.718608150559946
ENSMUSG00000002668	0.734643146256508	0.727784005015211	0.700294054287588
ENSMUSG00000002688	0.212021948707817	0.274502038248369	0.171734602636972
ENSMUSG00000002731	0.0997912419893508	0.077658182219636	0.108143281636205
ENSMUSG00000002733	0.896363379494414	0.750138699255705	0.906219706168958
ENSMUSG00000002741	0.0200781592745334	0.0171583539105668	0.0131715395082562
ENSMUSG00000002768	0.573636214972487	0.590032305943449	0.623977766961374
ENSMUSG00000002769	0.643909382942942	0.896106313020593	0.502526867932098
ENSMUSG00000002771	0.670898786553385	0.337371271807146	0.680059284239514
ENSMUSG00000002797	0.117459932654217	0.128979567203982	0.127923003820331
ENSMUSG00000002799	0.161462489450164	0.166328402359144	0.199374318328093
ENSMUSG00000002803	0.180479608172549	0.206462895788466	0.186990574734674
ENSMUSG00000002804	0.186780438020351	0.205087199861707	0.228548033838597
ENSMUSG00000002808	0.963884561169655	0.932360573017117	0.833965692584522
ENSMUSG00000002820	0.077434181811687	0.0698159928344657	0.0937109442985818
ENSMUSG00000002825	0.196781878889931	0.161480100713445	0.223408761673645
ENSMUSG00000002831	0.356672573085677	0.266793432596682	0.409496192443354
ENSMUSG00000002833	0.903839151803661	0.968948453025421	0.994223657945286
ENSMUSG00000002835	0.357588674072498	0.258067111598459	0.327365905212081
ENSMUSG00000002844	0.686470665730224	0.601912427264225	0.53685802265395
ENSMUSG00000002845	0.754046924732437	0.740536742023807	0.589113624676256
ENSMUSG00000002846	0.694672131494668	0.740985270973818	0.864556607016552
ENSMUSG00000002847	0.000558222104825323	0.00737498716088119	0.000475488345294201
ENSMUSG00000002870	0.0341490150028478	0.0230427493884726	0.0270997286784883
ENSMUSG00000002881	0.94408556346353	0.96342825710749	0.860006152680308
ENSMUSG00000002897	0.264145874483744	0.21244918399249	0.309683913101133
ENSMUSG00000002900	0.331967573977615	0.298270549961382	0.212284050724562
ENSMUSG00000002908	0.0171479540396928	0.0279547912829883	0.0220001857866582
ENSMUSG00000002910	2.14891634102387e-06	4.6402365547151e-05	3.32603011321065e-06
ENSMUSG00000002930	0.362953245707105	0.706883966895957	0.340293905431798
ENSMUSG00000002944	0.0943945980391688	0.0462288907486731	0.121548657312147
ENSMUSG00000002948	0.162390854320062	0.194026751416042	0.176711538317488
ENSMUSG00000002957	0.218978817125774	0.160731275357123	0.19015074640138
ENSMUSG00000002968	0.01301769778888	0.0181534778393077	0.0183080799814071
ENSMUSG00000002981	0.406904482584751	0.366776251229304	0.396382501057444
ENSMUSG00000002983	0.236076385093583	0.227980905347183	0.272492419849005
ENSMUSG00000002984	0.062393278848553	0.08125864774585	0.0827943949004951
ENSMUSG00000002985	0.778087805632629	0.708040076614291	0.865094665584408
ENSMUSG00000002996	0.510633380380263	0.55804255198918	0.43724892130751
ENSMUSG00000002997	0.994365939392283	0.981977312604136	0.906045110198954
ENSMUSG00000003031	0.227195906112111	0.268125153175896	0.207724153488976
ENSMUSG00000003032	0.536371451461031	0.410785639421276	0.568559093945449
ENSMUSG00000003037	0.273837845734432	0.259512668550267	0.238824106896068
ENSMUSG00000003038	0.571987313476936	0.498791270923959	0.526297225324763
ENSMUSG00000003039	9.17377295514975e-08	6.08433109205828e-06	3.56195310288141e-09
ENSMUSG00000003051	0.456138402363395	0.417667639667366	0.309436670371135
ENSMUSG00000003062	0.0534757873236164	0.0573111699554787	0.0245812939554453
ENSMUSG00000003070	0.841864455718396	0.860111526949582	0.769071224366749
ENSMUSG00000003072	0.000301930042333691	0.00154099744369122	0.000476442154821012
ENSMUSG00000003131	0.329027164407588	0.327554486930538	0.253730804961753
ENSMUSG00000003134	0.20956827380169	0.18936546328333	0.16370707382129
ENSMUSG00000003135	0.840799715757013	0.830627252244527	0.766881052169661
ENSMUSG00000003153	0.524875348216254	0.402943551152735	0.533005133312933
ENSMUSG00000003154	0.603739845165497	0.466671367314815	0.330900260336579
ENSMUSG00000003178	0.605485008298764	0.653370439859493	0.671917843468966
ENSMUSG00000003190	0.190407709942459	0.238586955018685	0.165428533157339
ENSMUSG00000003198	0.936382676096597	0.782666009562249	0.89115641901895
ENSMUSG00000003200	0.0675118636640425	0.0521878576859214	0.0578192301238637
ENSMUSG00000003206	0.552084762971444	0.498178682418772	0.675586925085695
ENSMUSG00000003208	0.0470588309027071	0.0543838506847132	0.0533353792847428
ENSMUSG00000003226	0.168165052428504	0.144710084043741	0.157941860633376
ENSMUSG00000003227	0.263598695738118	0.138645765150788	0.250221617294497
ENSMUSG00000003228	4.94904318768816e-05	0.000153952209992367	4.72106798156858e-06
ENSMUSG00000003233	0.317217785162778	0.327732543126766	0.367968154253887
ENSMUSG00000003235	0.819914763202435	0.877161162030615	0.699820392578539
ENSMUSG00000003269	0.701066938208229	0.701763523075095	0.737686752807498
ENSMUSG00000003273	0.940536621639681	0.967163268831982	0.933148553852501
ENSMUSG00000003282	0.53898217319334	0.351523260859163	0.569020848403642
ENSMUSG00000003283	0.47748801170058	0.583411845800584	0.40773256534433
ENSMUSG00000003299	0.23683298047022	0.28665346093411	0.259182113012597
ENSMUSG00000003308	0.169609764974503	0.209109025869922	0.206231440303924
ENSMUSG00000003309	0.00278777572808173	0.00988894971062547	0.0068421983966056
ENSMUSG00000003316	0.464271951966653	0.377174598286	0.233360379709351
ENSMUSG00000003341	0.581826582603201	0.866484129915971	0.906605389570686
ENSMUSG00000003345	0.845625505364921	0.854263567965249	0.767595801560602
ENSMUSG00000003346	0.0725397686874865	0.0926918865925701	0.096080218213919
ENSMUSG00000003348	0.0699859273401272	0.0719233570742076	0.0882060168542285
ENSMUSG00000003352	0.0435206875089612	0.0629379909056302	0.0565463545781366
ENSMUSG00000003355	0.000708254006556509	0.000865535185056651	0.00303509573021633
ENSMUSG00000003360	0.17559021597724	0.236976220420099	0.152395847309549
ENSMUSG00000003378	0.167385814584106	0.218875986613792	0.209678876960731
ENSMUSG00000003379	0.0625698743096314	0.0273697340370147	0.119452744788515
ENSMUSG00000003380	0.388019993582962	0.471007205267445	0.449646437309555
ENSMUSG00000003382	0.7284036143084	0.973938783726792	0.740808378566433
ENSMUSG00000003402	0.854952415237139	0.870593964850748	0.728818526334146
ENSMUSG00000003410	0.450115330151177	0.464822538756821	0.510003209418757
ENSMUSG00000003411	0.049926147290448	0.0829782350955403	0.0582833119926266
ENSMUSG00000003418	0.716855102638623	0.702228771894458	0.709991841609578
ENSMUSG00000003420	0.151543197093472	0.112012989366108	0.0752969984416275
ENSMUSG00000003429	0.864798393214822	0.592218452007505	0.915918046075364
ENSMUSG00000003435	0.488945864538325	0.470987867353772	0.528998731628911
